play_id,player_id,category_id,game_name,played_at,amount_bet,amount_won
T00074810,P0120,C6,Electronic Games,2024-05-20 20:06:00,200.00,0.00
T00074811,P0120,C2,Blackjack,2024-05-20 20:12:00,800.00,0.00
T00074812,P0120,C2,Blackjack,2024-05-20 20:18:00,2400.00,4027.02
T00074813,P0120,C2,Blackjack,2024-05-20 20:23:00,2400.00,1023.22
T00074814,P0120,C7,Roulette,2024-05-20 20:28:00,1775.00,0.00
T00074815,P0120,C3,$1 Slots,2024-05-20 20:30:00,52.00,206.60
T00074816,P0120,C2,Blackjack,2024-05-20 20:34:00,1450.00,325.52
T00074817,P0120,C2,Blackjack,2024-05-20 20:37:00,825.00,0.00
T00074818,P0120,C1,Poker,2024-05-20 20:39:00,1775.00,0.00
T00074819,P0120,C6,Electronic Games,2024-05-20 20:43:00,200.00,0.00
T00074820,P0120,C2,Blackjack,2024-05-20 20:45:00,1725.00,4580.60
T00074821,P0120,C4,$25 Slots,2024-05-20 20:49:00,300.00,78.68
T00074822,P0120,C2,Blackjack,2024-05-20 20:54:00,775.00,1606.66
T00074823,P0120,C2,Blackjack,2024-05-20 20:57:00,2525.00,429.69
T00074824,P0120,C2,Blackjack,2024-05-20 21:03:00,2000.00,0.00
T00074825,P0120,C2,Blackjack,2024-05-20 21:07:00,1075.00,3299.69
T00074826,P0120,C3,$1 Slots,2024-05-20 21:09:00,45.00,0.00
T00074827,P0120,C1,Poker,2024-05-20 21:12:00,1600.00,433.14
T00074828,P0120,C2,Blackjack,2024-05-20 21:15:00,1325.00,1982.44
T00074829,P0120,C6,Electronic Games,2024-05-20 21:19:00,145.00,0.00
T00074830,P0120,C7,Roulette,2024-05-20 21:22:00,1015.00,0.00
T00074831,P0120,C2,Blackjack,2024-05-20 21:24:00,1200.00,1025.40
T00074832,P0120,C2,Blackjack,2024-05-20 21:26:00,1225.00,0.00
T00074833,P0120,C4,$25 Slots,2024-05-20 21:31:00,350.00,960.38
T00074834,P0120,C4,$25 Slots,2024-05-20 21:33:00,400.00,0.00
T00074835,P0120,C4,$25 Slots,2024-05-20 21:37:00,350.00,0.00
T00074836,P0120,C2,Blackjack,2024-05-20 21:39:00,3775.00,0.00
T00074837,P0120,C4,$25 Slots,2024-05-20 21:44:00,275.00,0.00
T00074838,P0120,C2,Blackjack,2024-05-20 21:47:00,1000.00,2191.33
T00074839,P0120,C2,Blackjack,2024-05-20 21:51:00,1700.00,2499.97
T00074840,P0120,C4,$25 Slots,2024-06-22 23:09:00,400.00,0.00
T00074841,P0120,C4,$25 Slots,2024-06-22 23:14:00,275.00,1301.25
T00074842,P0120,C5,Craps,2024-06-22 23:19:00,1000.00,1055.04
T00074843,P0120,C2,Blackjack,2024-06-22 23:23:00,650.00,0.00
T00074844,P0120,C2,Blackjack,2024-06-22 23:28:00,2900.00,0.00
T00074845,P0120,C4,$25 Slots,2024-06-22 23:34:00,300.00,0.00
T00074846,P0120,C2,Blackjack,2024-06-22 23:39:00,1600.00,0.00
T00074847,P0120,C2,Blackjack,2024-06-22 23:41:00,1050.00,0.00
T00074848,P0120,C6,Electronic Games,2024-06-22 23:47:00,130.00,338.13
T00074849,P0120,C5,Craps,2024-06-22 23:50:00,1375.00,1487.43
T00074850,P0120,C2,Blackjack,2024-06-22 23:55:00,2825.00,0.00
T00074851,P0120,C4,$25 Slots,2024-06-23 00:01:00,325.00,0.00
T00074852,P0120,C1,Poker,2024-06-23 00:07:00,975.00,4698.54
T00074853,P0120,C2,Blackjack,2024-06-23 00:10:00,1000.00,2298.71
T00074854,P0120,C3,$1 Slots,2024-06-23 00:13:00,32.00,55.80
T00074855,P0120,C2,Blackjack,2024-06-23 00:18:00,975.00,0.00
T00074856,P0120,C2,Blackjack,2024-06-23 00:23:00,1375.00,0.00
T00074857,P0120,C7,Roulette,2024-06-23 00:28:00,825.00,0.00
T00074858,P0120,C1,Poker,2024-06-23 00:30:00,1150.00,0.00
T00074859,P0120,C2,Blackjack,2024-06-23 00:36:00,1600.00,0.00
T00074860,P0120,C7,Roulette,2024-06-23 00:42:00,3015.00,0.00
T00074861,P0120,C2,Blackjack,2024-06-23 00:47:00,1450.00,4.52
T00074862,P0120,C2,Blackjack,2024-06-23 00:51:00,2000.00,0.00
T00074863,P0120,C4,$25 Slots,2024-06-23 00:57:00,325.00,6.42
T00074864,P0120,C2,Blackjack,2024-06-23 01:02:00,1725.00,1290.56
T00074865,P0120,C1,Poker,2024-06-23 01:07:00,1225.00,3137.04
T00074866,P0120,C1,Poker,2024-06-23 01:11:00,1600.00,840.20
T00074867,P0120,C3,$1 Slots,2024-06-23 01:17:00,29.00,0.00
T00074868,P0120,C2,Blackjack,2024-06-23 01:23:00,1700.00,0.00
T00074869,P0120,C1,Poker,2024-06-23 01:28:00,1375.00,446.90
T00074870,P0120,C4,$25 Slots,2024-06-23 01:34:00,525.00,274.78
T00074871,P0120,C1,Poker,2024-08-23 19:26:00,2975.00,1081.46
T00074872,P0120,C4,$25 Slots,2024-08-23 19:32:00,225.00,177.12
T00074873,P0120,C6,Electronic Games,2024-08-23 19:38:00,65.00,0.00
T00074874,P0120,C2,Blackjack,2024-08-23 19:41:00,1225.00,727.62
T00074875,P0120,C2,Blackjack,2024-08-23 19:45:00,2075.00,9354.97
T00074876,P0120,C2,Blackjack,2024-08-23 19:48:00,1375.00,3847.56
T00074877,P0120,C1,Poker,2024-08-23 19:52:00,1275.00,0.00
T00074878,P0120,C3,$1 Slots,2024-08-23 19:55:00,51.00,0.00
T00074879,P0120,C2,Blackjack,2024-08-23 19:59:00,2575.00,1702.81
T00074880,P0120,C2,Blackjack,2024-08-23 20:04:00,1600.00,2116.07
T00074881,P0120,C7,Roulette,2024-08-23 20:10:00,1715.00,0.00
T00074882,P0120,C2,Blackjack,2024-08-23 20:12:00,600.00,0.00
T00074883,P0120,C7,Roulette,2024-08-23 20:17:00,1725.00,0.00
T00074884,P0120,C2,Blackjack,2024-08-23 20:19:00,2275.00,2586.07
T00074885,P0120,C4,$25 Slots,2024-08-23 20:24:00,675.00,0.00
T00074886,P0120,C6,Electronic Games,2024-08-23 20:27:00,295.00,0.00
T00074887,P0120,C2,Blackjack,2024-08-23 20:31:00,1900.00,1.12
T00074888,P0120,C3,$1 Slots,2024-08-23 20:35:00,41.00,167.84
T00074889,P0120,C4,$25 Slots,2024-08-23 20:38:00,475.00,1366.39
T00074890,P0120,C4,$25 Slots,2024-08-23 20:40:00,225.00,187.79
T00074891,P0120,C6,Electronic Games,2024-08-23 20:45:00,175.00,577.96
T00074892,P0120,C2,Blackjack,2024-08-23 20:47:00,1000.00,0.00
T00074893,P0120,C2,Blackjack,2025-02-18 17:05:00,1150.00,0.00
T00074894,P0120,C2,Blackjack,2025-02-18 17:08:00,3150.00,13701.84
T00074895,P0120,C4,$25 Slots,2025-02-18 17:10:00,350.00,117.22
T00074896,P0120,C7,Roulette,2025-02-18 17:14:00,1260.00,24.79
T00074897,P0120,C1,Poker,2025-02-18 17:20:00,2300.00,7194.47
T00074898,P0120,C3,$1 Slots,2025-02-18 17:25:00,67.00,0.00
T00074899,P0120,C7,Roulette,2025-02-18 17:30:00,1160.00,0.00
T00074900,P0120,C4,$25 Slots,2025-02-18 17:32:00,400.00,958.41
T00074901,P0120,C1,Poker,2025-02-18 17:36:00,1525.00,707.77
T00074902,P0120,C2,Blackjack,2025-02-18 17:40:00,2000.00,0.00
T00074903,P0120,C4,$25 Slots,2025-02-18 17:43:00,125.00,0.00
T00074904,P0120,C2,Blackjack,2025-02-18 17:46:00,825.00,0.00
T00074905,P0120,C4,$25 Slots,2025-02-18 17:48:00,300.00,1590.03
T00074906,P0120,C4,$25 Slots,2025-02-18 17:54:00,200.00,234.66
T00074907,P0120,C5,Craps,2025-02-18 17:59:00,2650.00,0.00
T00074908,P0120,C2,Blackjack,2025-02-18 18:02:00,900.00,3855.19
T00074909,P0120,C2,Blackjack,2025-02-18 18:05:00,2425.00,0.00
T00074910,P0120,C7,Roulette,2025-02-18 18:08:00,1155.00,0.00
T00074911,P0120,C2,Blackjack,2025-02-18 18:12:00,1500.00,1072.84
T00074912,P0120,C4,$25 Slots,2025-02-18 18:14:00,325.00,0.00
T00074913,P0120,C7,Roulette,2025-02-18 18:16:00,1060.00,0.00
T00074914,P0120,C4,$25 Slots,2025-03-17 20:25:00,775.00,32.98
T00074915,P0120,C4,$25 Slots,2025-03-17 20:28:00,525.00,32.21
T00074916,P0120,C7,Roulette,2025-03-17 20:30:00,1050.00,12.41
T00074917,P0120,C4,$25 Slots,2025-03-17 20:35:00,275.00,0.00
T00074918,P0120,C1,Poker,2025-03-17 20:38:00,3917.00,1440.02
T00074919,P0120,C4,$25 Slots,2025-03-17 20:41:00,850.00,0.00
T00074920,P0120,C1,Poker,2025-03-17 20:47:00,950.00,0.00
T00074921,P0120,C7,Roulette,2025-03-17 20:53:00,810.00,1582.75
T00074922,P0120,C2,Blackjack,2025-03-17 20:55:00,1625.00,18.42
T00074923,P0120,C2,Blackjack,2025-03-17 20:58:00,2000.00,0.00
T00074924,P0120,C2,Blackjack,2025-03-17 21:03:00,1700.00,5280.60
T00074925,P0120,C4,$25 Slots,2025-03-17 21:09:00,575.00,0.00
T00074926,P0120,C2,Blackjack,2025-03-17 21:13:00,1475.00,6348.23
T00074927,P0120,C2,Blackjack,2025-03-17 21:16:00,1275.00,73.44
T00074928,P0120,C7,Roulette,2025-03-17 21:20:00,1175.00,0.00
T00074929,P0120,C5,Craps,2025-03-17 21:22:00,1075.00,2142.34
T00074930,P0120,C1,Poker,2025-03-17 21:27:00,2350.00,7.07
T00074931,P0120,C2,Blackjack,2025-03-17 21:32:00,975.00,0.00
T00074932,P0120,C2,Blackjack,2025-03-17 21:38:00,1000.00,1.59
T00074933,P0120,C1,Poker,2025-03-17 21:42:00,1250.00,454.62
T00074934,P0120,C1,Poker,2025-03-17 21:47:00,2000.00,33.23
T00074935,P0120,C7,Roulette,2025-03-29 21:05:00,830.00,0.00
T00074936,P0120,C1,Poker,2025-03-29 21:08:00,1675.00,46.08
T00074937,P0120,C2,Blackjack,2025-03-29 21:13:00,825.00,0.00
T00074938,P0120,C5,Craps,2025-03-29 21:15:00,1000.00,58.25
T00074939,P0120,C1,Poker,2025-03-29 21:21:00,1225.00,0.00
T00074940,P0120,C7,Roulette,2025-03-29 21:24:00,1010.00,2865.08
T00074941,P0120,C7,Roulette,2025-03-29 21:28:00,1710.00,0.00
T00074942,P0120,C5,Craps,2025-03-29 21:34:00,1675.00,5676.23
T00074943,P0120,C7,Roulette,2025-03-29 21:39:00,1155.00,0.00
T00074944,P0120,C1,Poker,2025-03-29 21:43:00,1900.00,0.00
T00074945,P0120,C7,Roulette,2025-03-29 21:46:00,1370.00,0.00
T00074946,P0120,C5,Craps,2025-03-29 21:52:00,975.00,0.00
T00074947,P0120,C7,Roulette,2025-03-29 21:54:00,2645.00,0.00
T00074948,P0120,C6,Electronic Games,2025-03-29 21:56:00,135.00,0.00
T00074949,P0120,C2,Blackjack,2025-03-29 21:59:00,1225.00,0.00
T00074950,P0120,C2,Blackjack,2025-03-29 22:05:00,2550.00,0.00
T00074951,P0120,C7,Roulette,2025-03-29 22:08:00,2290.00,0.00
T00074952,P0120,C4,$25 Slots,2025-03-29 22:13:00,225.00,0.00
T00074953,P0120,C3,$1 Slots,2025-03-29 22:17:00,12.00,2.94
T00074954,P0120,C6,Electronic Games,2025-03-29 22:21:00,300.00,0.00
T00074955,P0120,C4,$25 Slots,2025-03-29 22:27:00,725.00,562.75
T00074956,P0120,C2,Blackjack,2025-05-22 21:09:00,825.00,846.76
T00074957,P0120,C2,Blackjack,2025-05-22 21:12:00,675.00,125.42
T00074958,P0120,C7,Roulette,2025-05-22 21:17:00,2170.00,1405.88
T00074959,P0120,C7,Roulette,2025-05-22 21:19:00,1210.00,5551.67
T00074960,P0120,C1,Poker,2025-05-22 21:22:00,1100.00,0.00
T00074961,P0120,C1,Poker,2025-05-22 21:26:00,1100.00,5566.10
T00074962,P0120,C1,Poker,2025-05-22 21:30:00,1525.00,0.00
T00074963,P0120,C7,Roulette,2025-05-22 21:35:00,785.00,376.21
T00074964,P0120,C4,$25 Slots,2025-05-22 21:39:00,175.00,0.00
T00074965,P0120,C4,$25 Slots,2025-05-22 21:45:00,400.00,0.00
T00074966,P0120,C2,Blackjack,2025-05-22 21:47:00,900.00,2521.10
T00074967,P0120,C2,Blackjack,2025-05-22 21:51:00,1225.00,603.01
T00074968,P0120,C2,Blackjack,2025-05-22 21:56:00,3175.00,678.79
T00074969,P0120,C7,Roulette,2025-05-22 22:00:00,730.00,0.00
T00074970,P0120,C4,$25 Slots,2025-05-22 22:03:00,250.00,83.74
T00074971,P0120,C3,$1 Slots,2025-05-22 22:09:00,57.00,0.03
T00074972,P0120,C4,$25 Slots,2025-05-22 22:15:00,1450.00,0.00
T00074973,P0120,C7,Roulette,2025-05-22 22:18:00,1250.00,0.00
T00074974,P0120,C4,$25 Slots,2025-05-22 22:22:00,400.00,11.80
T00074975,P0120,C1,Poker,2025-05-22 22:25:00,1100.00,0.00
T00074976,P0120,C4,$25 Slots,2025-05-22 22:30:00,575.00,156.14
T00074977,P0120,C1,Poker,2025-06-13 17:09:00,1575.00,8473.45
T00074978,P0120,C2,Blackjack,2025-06-13 17:13:00,1075.00,0.00
T00074979,P0120,C2,Blackjack,2025-06-13 17:17:00,1550.00,0.00
T00074980,P0120,C7,Roulette,2025-06-13 17:23:00,410.00,0.00
T00074981,P0120,C1,Poker,2025-06-13 17:29:00,825.00,72.27
T00074982,P0120,C2,Blackjack,2025-06-13 17:35:00,1550.00,8159.14
T00074983,P0120,C4,$25 Slots,2025-06-13 17:40:00,300.00,0.00
T00074984,P0120,C5,Craps,2025-06-13 17:42:00,1175.00,214.64
T00074985,P0120,C2,Blackjack,2025-06-13 17:48:00,1600.00,7830.98
T00074986,P0120,C3,$1 Slots,2025-06-13 17:51:00,52.00,0.00
T00074987,P0120,C2,Blackjack,2025-06-13 17:54:00,1725.00,0.00
T00074988,P0120,C4,$25 Slots,2025-06-13 17:57:00,250.00,1121.71
T00074989,P0120,C3,$1 Slots,2025-06-13 18:02:00,41.00,0.00
T00074990,P0120,C4,$25 Slots,2025-06-13 18:07:00,400.00,67.40
T00074991,P0120,C2,Blackjack,2025-06-13 18:11:00,1650.00,0.00
T00074992,P0120,C1,Poker,2025-06-13 18:14:00,2475.00,0.00
T00074993,P0120,C5,Craps,2025-06-13 18:20:00,1925.00,5461.14
T00074994,P0120,C7,Roulette,2025-06-13 18:26:00,1130.00,5764.98
T00074995,P0120,C4,$25 Slots,2025-06-13 18:29:00,350.00,412.53
T00074996,P0120,C1,Poker,2025-06-13 18:33:00,1750.00,664.94
T00074997,P0120,C6,Electronic Games,2025-06-13 18:35:00,300.00,533.68
T00074998,P0120,C2,Blackjack,2025-08-24 20:04:00,1725.00,0.00
T00074999,P0120,C2,Blackjack,2025-08-24 20:09:00,1025.00,0.00
T00075000,P0120,C6,Electronic Games,2025-08-24 20:13:00,190.00,389.28
T00075001,P0120,C7,Roulette,2025-08-24 20:19:00,1125.00,2116.96
T00075002,P0120,C3,$1 Slots,2025-08-24 20:21:00,24.00,0.00
T00075003,P0120,C2,Blackjack,2025-08-24 20:25:00,1625.00,938.12
T00075004,P0120,C4,$25 Slots,2025-08-24 20:27:00,325.00,192.75
T00075005,P0120,C6,Electronic Games,2025-08-24 20:30:00,160.00,26.07
T00075006,P0120,C7,Roulette,2025-08-24 20:35:00,1145.00,0.00
T00075007,P0120,C4,$25 Slots,2025-08-24 20:40:00,575.00,35.43
T00075008,P0120,C2,Blackjack,2025-08-24 20:42:00,3150.00,0.00
T00075009,P0120,C6,Electronic Games,2025-08-24 20:46:00,155.00,0.00
T00075010,P0120,C2,Blackjack,2025-08-24 20:48:00,3175.00,6578.51
T00075011,P0120,C7,Roulette,2025-08-24 20:51:00,1585.00,5103.05
T00075012,P0120,C4,$25 Slots,2025-08-24 20:57:00,500.00,0.00
T00075013,P0120,C7,Roulette,2025-08-24 21:01:00,1080.00,0.00
T00075014,P0120,C2,Blackjack,2025-08-24 21:07:00,3250.00,0.00
T00075015,P0120,C2,Blackjack,2025-08-24 21:10:00,2250.00,0.00
T00075016,P0120,C2,Blackjack,2025-08-24 21:16:00,950.00,73.30
T00075017,P0120,C1,Poker,2025-08-24 21:18:00,1075.00,0.00
T00075018,P0120,C6,Electronic Games,2025-08-24 21:23:00,290.00,243.05
T00075019,P0120,C2,Blackjack,2025-08-24 21:26:00,1225.00,0.00
T00075020,P0120,C2,Blackjack,2025-08-24 21:31:00,2100.00,0.00
T00075021,P0120,C2,Blackjack,2025-08-24 21:36:00,1875.00,0.00
T00075022,P0120,C6,Electronic Games,2025-08-24 21:39:00,335.00,128.80
T00075023,P0120,C7,Roulette,2025-08-24 21:45:00,830.00,1127.73
T00075024,P0120,C2,Blackjack,2025-08-24 21:47:00,4525.00,0.00
T00075025,P0120,C2,Blackjack,2025-08-24 21:51:00,850.00,1700.63
T00075026,P0120,C1,Poker,2025-08-24 21:56:00,2450.00,490.61
T00075027,P0120,C1,Poker,2025-08-24 22:00:00,1500.00,0.00
T00075028,P0120,C2,Blackjack,2025-08-24 22:03:00,1300.00,0.00
T00075029,P0120,C2,Blackjack,2025-08-24 22:07:00,1850.00,8.13
T00075030,P0120,C2,Blackjack,2025-08-24 22:11:00,1050.00,0.00
T00075031,P0120,C7,Roulette,2025-08-24 22:14:00,1125.00,0.00
T00075032,P0120,C2,Blackjack,2025-08-24 22:16:00,1350.00,0.00
T00075033,P0120,C6,Electronic Games,2025-08-24 22:21:00,180.00,355.01
T00075034,P0120,C1,Poker,2025-08-24 22:25:00,5850.00,0.00
T00075035,P0120,C6,Electronic Games,2025-08-24 22:31:00,240.00,483.43
T00075036,P0120,C2,Blackjack,2025-08-24 22:37:00,1100.00,0.00
T00075037,P0120,C6,Electronic Games,2025-08-24 22:42:00,230.00,0.00
T00075038,P0120,C4,$25 Slots,2025-08-24 22:44:00,325.00,0.00
T00075039,P0120,C5,Craps,2025-08-24 22:49:00,1300.00,0.00
T00075040,P0120,C2,Blackjack,2025-08-24 22:53:00,1575.00,0.00
T00075041,P0120,C7,Roulette,2025-08-27 21:41:00,1265.00,1808.13
T00075042,P0120,C2,Blackjack,2025-08-27 21:46:00,2600.00,196.52
T00075043,P0120,C7,Roulette,2025-08-27 21:48:00,1255.00,2848.00
T00075044,P0120,C2,Blackjack,2025-08-27 21:50:00,1975.00,3480.86
T00075045,P0120,C6,Electronic Games,2025-08-27 21:54:00,290.00,0.00
T00075046,P0120,C6,Electronic Games,2025-08-27 21:58:00,200.00,647.75
T00075047,P0120,C2,Blackjack,2025-08-27 22:02:00,900.00,1958.99
T00075048,P0120,C7,Roulette,2025-08-27 22:04:00,1460.00,0.00
T00075049,P0120,C4,$25 Slots,2025-08-27 22:10:00,525.00,0.00
T00075050,P0120,C7,Roulette,2025-08-27 22:14:00,1225.00,568.47
T00075051,P0120,C2,Blackjack,2025-08-27 22:20:00,1625.00,1494.12
T00075052,P0120,C3,$1 Slots,2025-08-27 22:23:00,74.00,188.28
T00075053,P0120,C7,Roulette,2025-08-27 22:26:00,1140.00,3662.22
T00075054,P0120,C4,$25 Slots,2025-08-27 22:29:00,225.00,474.06
T00075055,P0120,C1,Poker,2025-08-27 22:33:00,2100.00,6278.52
T00075056,P0120,C2,Blackjack,2025-08-27 22:35:00,925.00,256.34
T00075057,P0120,C4,$25 Slots,2025-08-27 22:39:00,350.00,0.00
T00075058,P0120,C2,Blackjack,2025-08-27 22:41:00,1300.00,1405.11
T00075059,P0120,C2,Blackjack,2025-08-27 22:46:00,1850.00,0.00
T00075060,P0120,C2,Blackjack,2025-08-27 22:48:00,2850.00,0.00
T00075061,P0120,C4,$25 Slots,2025-08-27 22:51:00,600.00,0.00
T00075062,P0120,C7,Roulette,2025-08-27 22:56:00,1725.00,0.00
T00075063,P0120,C2,Blackjack,2025-08-27 23:00:00,1400.00,2473.97
T00075064,P0120,C6,Electronic Games,2025-08-27 23:05:00,245.00,0.00
T00075065,P0120,C2,Blackjack,2025-08-27 23:11:00,1875.00,841.03
T00075066,P0120,C7,Roulette,2025-08-27 23:15:00,910.00,0.00
T00075067,P0120,C3,$1 Slots,2025-08-27 23:18:00,45.00,0.00
T00075068,P0120,C6,Electronic Games,2025-08-27 23:20:00,320.00,0.00
T00075069,P0120,C4,$25 Slots,2025-08-27 23:25:00,400.00,0.00
T00075070,P0120,C2,Blackjack,2025-08-27 23:27:00,2075.00,0.00
T00075071,P0120,C2,Blackjack,2025-08-27 23:33:00,1325.00,24.55
T00075072,P0120,C2,Blackjack,2025-08-27 23:38:00,1550.00,0.00
T00075073,P0120,C7,Roulette,2025-08-27 23:40:00,690.00,0.00
T00075074,P0120,C1,Poker,2025-08-27 23:46:00,1350.00,3612.27
T00075075,P0120,C7,Roulette,2025-08-27 23:48:00,980.00,0.00
T00075076,P0120,C2,Blackjack,2025-08-27 23:52:00,1325.00,0.00
T00075077,P0120,C2,Blackjack,2025-08-27 23:55:00,1250.00,0.00
T00075078,P0120,C7,Roulette,2025-08-27 23:58:00,1695.00,1703.12
T00075079,P0120,C2,Blackjack,2025-08-28 00:02:00,1775.00,7056.61
T00075080,P0120,C2,Blackjack,2025-08-28 00:06:00,1350.00,321.36
T00075081,P0120,C5,Craps,2025-08-28 00:12:00,2125.00,6892.42
T00075082,P0120,C2,Blackjack,2025-08-28 00:14:00,2875.00,10114.65
T00075083,P0120,C6,Electronic Games,2025-08-28 00:16:00,150.00,464.77
T00075084,P0120,C1,Poker,2025-08-31 17:35:00,3075.00,1604.00
T00075085,P0120,C1,Poker,2025-08-31 17:39:00,2725.00,0.00
T00075086,P0120,C7,Roulette,2025-08-31 17:42:00,775.00,650.37
T00075087,P0120,C2,Blackjack,2025-08-31 17:45:00,2625.00,8964.87
T00075088,P0120,C4,$25 Slots,2025-08-31 17:49:00,500.00,0.00
T00075089,P0120,C2,Blackjack,2025-08-31 17:53:00,2200.00,3234.57
T00075090,P0120,C2,Blackjack,2025-08-31 17:58:00,1625.00,812.35
T00075091,P0120,C4,$25 Slots,2025-08-31 18:02:00,325.00,0.00
T00075092,P0120,C4,$25 Slots,2025-08-31 18:05:00,325.00,0.00
T00075093,P0120,C2,Blackjack,2025-08-31 18:08:00,1825.00,5291.32
T00075094,P0120,C4,$25 Slots,2025-08-31 18:14:00,325.00,52.08
T00075095,P0120,C2,Blackjack,2025-08-31 18:18:00,1975.00,2253.68
T00075096,P0120,C6,Electronic Games,2025-08-31 18:22:00,105.00,87.46
T00075097,P0120,C4,$25 Slots,2025-08-31 18:25:00,200.00,153.74
T00075098,P0120,C1,Poker,2025-08-31 18:28:00,1275.00,0.00
T00075099,P0120,C6,Electronic Games,2025-08-31 18:32:00,305.00,217.24
T00075100,P0120,C1,Poker,2025-08-31 18:37:00,1475.00,797.45
T00075101,P0120,C7,Roulette,2025-08-31 18:42:00,1295.00,0.00
T00075102,P0120,C2,Blackjack,2025-08-31 18:45:00,500.00,0.00
T00075103,P0120,C7,Roulette,2025-08-31 18:48:00,875.00,0.00
T00075104,P0120,C7,Roulette,2025-08-31 18:52:00,525.00,85.85
T00075105,P0120,C7,Roulette,2025-08-31 18:58:00,915.00,1064.90
T00075106,P0120,C4,$25 Slots,2025-08-31 19:03:00,500.00,0.00
T00075107,P0120,C4,$25 Slots,2025-08-31 19:05:00,375.00,243.87
T00075108,P0120,C4,$25 Slots,2025-08-31 19:11:00,400.00,212.33
T00075109,P0120,C4,$25 Slots,2025-08-31 19:17:00,600.00,0.00
T00075110,P0120,C1,Poker,2025-08-31 19:23:00,2000.00,0.00
T00075111,P0120,C4,$25 Slots,2025-08-31 19:29:00,150.00,293.57
T00075112,P0120,C7,Roulette,2025-08-31 19:35:00,1715.00,1539.54
T00075113,P0120,C1,Poker,2025-08-31 19:41:00,1775.00,0.00
T00075114,P0120,C2,Blackjack,2025-08-31 19:43:00,2925.00,0.00
T00075115,P0120,C2,Blackjack,2025-08-31 19:48:00,2300.00,0.00
T00075116,P0120,C2,Blackjack,2025-08-31 19:51:00,875.00,9.59
T00075117,P0120,C7,Roulette,2025-08-31 19:56:00,1155.00,0.00
T00075118,P0120,C2,Blackjack,2025-08-31 20:01:00,1350.00,166.22
T00075119,P0120,C7,Roulette,2025-08-31 20:05:00,735.00,2119.23
T00075120,P0120,C1,Poker,2025-08-31 20:11:00,2275.00,9119.45
T00075121,P0120,C2,Blackjack,2025-08-31 20:15:00,1425.00,0.00
T00075122,P0120,C1,Poker,2025-08-31 20:19:00,2000.00,98.53
T00075123,P0120,C5,Craps,2025-08-31 20:24:00,1625.00,744.29
T00075124,P0120,C6,Electronic Games,2025-08-31 20:26:00,165.00,0.00
T00075125,P0120,C2,Blackjack,2025-08-31 20:28:00,1725.00,0.00
T00075126,P0120,C1,Poker,2025-08-31 20:32:00,1675.00,53.06
T00075127,P0120,C1,Poker,2025-11-05 19:51:00,4600.00,10365.95
T00075128,P0120,C7,Roulette,2025-11-05 19:56:00,1195.00,0.00
T00075129,P0120,C4,$25 Slots,2025-11-05 19:58:00,700.00,0.00
T00075130,P0120,C1,Poker,2025-11-05 20:03:00,1875.00,1906.30
T00075131,P0120,C2,Blackjack,2025-11-05 20:09:00,1625.00,2864.33
T00075132,P0120,C1,Poker,2025-11-05 20:12:00,3375.00,0.00
T00075133,P0120,C5,Craps,2025-11-05 20:14:00,1575.00,6351.80
T00075134,P0120,C7,Roulette,2025-11-05 20:18:00,1330.00,1931.27
T00075135,P0120,C2,Blackjack,2025-11-05 20:20:00,2550.00,0.00
T00075136,P0120,C1,Poker,2025-11-05 20:22:00,1425.00,0.00
T00075137,P0120,C4,$25 Slots,2025-11-05 20:24:00,375.00,0.00
T00075138,P0120,C5,Craps,2025-11-05 20:30:00,2125.00,5544.60
T00075139,P0120,C1,Poker,2025-11-05 20:33:00,1525.00,0.00
T00075140,P0120,C2,Blackjack,2025-11-05 20:37:00,1075.00,0.00
T00075141,P0120,C4,$25 Slots,2025-11-05 20:39:00,500.00,361.13
T00075142,P0120,C6,Electronic Games,2025-11-05 20:42:00,695.00,2.52
T00075143,P0120,C7,Roulette,2025-11-05 20:48:00,640.00,46.15
T00075144,P0120,C2,Blackjack,2025-11-05 20:54:00,1075.00,0.00
T00075145,P0120,C4,$25 Slots,2025-11-05 20:57:00,575.00,1197.59
T00075146,P0120,C7,Roulette,2025-11-05 20:59:00,2355.00,4246.10
T00075147,P0120,C4,$25 Slots,2025-11-05 21:03:00,550.00,0.00
T00075148,P0120,C2,Blackjack,2025-11-05 21:07:00,1600.00,1852.39
T00075149,P0120,C7,Roulette,2025-11-05 21:11:00,555.00,24.93
T00075150,P0120,C1,Poker,2025-11-05 21:15:00,1775.00,0.00
T00075151,P0120,C5,Craps,2025-11-05 21:17:00,1225.00,389.38
T00075152,P0120,C2,Blackjack,2025-11-05 21:22:00,1375.00,0.00
T00075153,P0120,C5,Craps,2025-11-05 21:27:00,800.00,0.00
T00075154,P0120,C2,Blackjack,2025-11-05 21:30:00,1675.00,0.00
T00075155,P0120,C2,Blackjack,2025-11-05 21:36:00,1250.00,45.26
T00075156,P0120,C5,Craps,2025-11-05 21:41:00,1300.00,860.08
T00075157,P0120,C4,$25 Slots,2025-11-05 21:44:00,525.00,0.00
T00075158,P0120,C7,Roulette,2025-11-05 21:47:00,770.00,1181.48
T00075159,P0120,C2,Blackjack,2025-11-05 21:53:00,1500.00,0.00
T00075160,P0120,C7,Roulette,2025-11-05 21:56:00,760.00,2324.94
T00075161,P0120,C7,Roulette,2025-11-05 22:00:00,645.00,0.00
